Worker;Subclass;Infraclass;Superorder;Order;Suborder;Superfamily;Family;ONG;Genus;ONS;Species;Name;Ecology;Section;Sample;Height;Lithology;StrSeq;StrSeq_sub;Age;Coll. No.;No. of rock sample;No. of specimen;BNM;LV;RV;Length;Height;L/H;Gsize;LN
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA713;145,4;Marl;Lo5;Lo5_03;-252,337;;;BA713.10.08;;1;;9,5;5,1;1,80;7,00;1,90
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA713;145,4;Marl;Lo5;Lo5_03;-252,337;MLCS 709;BA713.23;BA713.23.01;;1;;9,8;5,6;1,80;7,40;2,00
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA713;145,4;Marl;Lo5;Lo5_03;-252,337;;;BA713.01.13;;1;;10;5,6;1,80;7,50;2,00
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Balest;BA713;145,4;Marl;Lo5;Lo5_03;-252,337;;;BA713.08.05;;1;;10,5;5,8;1,80;7,80;2,10
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Preroman;PR3.117;19,25;Limestone;Lo5;Lo5_01;-252,337;MLCS 1324;PR3.117.09;;;1;;7,3;4,2;1,80;5,50;1,70
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Preroman;PR3.117;19,25;Limestone;Lo5;Lo5_01;-252,337;MLCS 1317;PR3.117.02;;;1;;7,7;4,4;1,80;5,80;1,80
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Preroman;PR3.117;19,25;Limestone;Lo5;Lo5_01;-252,337;MLCS 1338;PR3.117.23;;;1;;8,4;4,6;1,80;6,20;1,80
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;peracuta;Towapteria peracuta;stationary, epifaunal suspension feeder;Preroman;PR3.117;19,25;Limestone;Lo5;Lo5_01;-252,337;MLCS 1337;PR3.117.22;;;1;;9,1;5,2;1,80;6,80;1,90
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;6;20;;;1;;4;2,2;1,80;3,00;1,10
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;9;61;;;1;;4,3;2,4;1,80;3,20;1,20
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;9;53;;;1;;4,5;2,5;1,80;3,40;1,20
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;stationary, epifaunal suspension feeder;Balest;Float;154,2;NA;In1;In1_01;-251,771;;;BAMMb.04.04;;1;;4,6;2,6;1,80;3,40;1,20
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;5;26;;;1;;4,9;2,7;1,80;3,60;1,30
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;9;59;;;;1;5,9;3,2;1,80;4,30;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;9;90;;;1;;5,9;3,2;1,80;4,30;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;9;49;;;;1;5,9;3,3;1,80;4,40;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;4;5;;;1;;6;3,4;1,80;4,50;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;6;16;;;;1;6;3,4;1,80;4,50;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;1;43;;;1;;6,2;3,5;1,80;4,70;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;11;17;;;1;;6,2;3,5;1,80;4,70;1,50
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;3;67;;;1;;6,7;3,7;1,80;5,00;1,60
Herwig Prinoth;AUTOBRANCHIA;PTERIOMORPHIA;;OSTREIDA;;PTERIOIDEA;BAKEVELLIIDAE;;Towapteria;;scythica;Towapteria scythica;;Balest;BA.MMb.105;38;;In1;;-251,771;1;18;;;1;;8,7;4,9;1,80;6,50;1,90
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Balest;BA.MMb.105;38;;In1;;-251,771;11;75;;;1;;8,3;4,7;1,80;6,20;1,80
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Balest;BA.MMb.105;38;;In1;;-251,771;11;32;;;1;;9;5;1,80;6,70;1,90
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Balest;BA.MMb.105;38;;In1;;-251,771;11;29;;;;1;9,7;5,3;1,80;7,20;2,00
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Balest;BA.MMb.105;38;;In1;;-251,771;12;63;;;1;;10;5,7;1,80;7,50;2,00
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Balest;BA.MMb.105;38;;In1;;-251,771;2;101;;;1;;14,4;8,1;1,80;10,80;2,40
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Balest;BA.MMb.105;38;;In1;;-251,771;8;45;;;;1;14,7;8,1;1,80;10,90;2,40
Hautmann von Hofmann et al. (2015);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;Aferer Geisler;AG29;;;In2;;-251,39;31107;;;;1;;22,6;12,9;1,80;17,10;2,80
Hautmann von Hofmann et al. (2015);AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;canalensis;Unionites canalensis;;L'Om picol;LOP2;;;In2;;-251,39;LOP2-UC-3;;;;;1;19,5;10,8;1,80;14,50;2,70
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;1;76;;;;1;7,1;4;1,80;5,30;1,70
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;11;75;;;1;;8,3;4,7;1,80;6,20;1,80
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;5;14;;;1;;8,5;4,7;1,80;6,30;1,80
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;1;75;;;;1;9;4,9;1,80;6,60;1,90
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;11;32;;;1;;9;5;1,80;6,70;1,90
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;11;29;;;;1;9,7;5,3;1,80;7,20;2,00
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;12;63;;;1;;10;5,7;1,80;7,50;2,00
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;1;3;;;;1;11,1;6,1;1,80;8,20;2,10
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;2;101;;;1;;14,4;8,1;1,80;10,80;2,40
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;fassaensis;Unionites fassaensis;;Balest;BA.MMb.105;38;;In1;;-251,771;8;45;;;;1;14,7;8,1;1,80;10,90;2,40
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.12.19;;;1;7,2;3,9;1,80;5,30;1,70
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.12.27;;;1;7,5;4,1;1,80;5,60;1,70
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.12.8;;;1;7,8;4,4;1,80;5,90;1,80
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.61.32;;1;;8,6;4,7;1,80;6,30;1,80
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA189;28,9;Dolomite;Lo3;Lo3_02;-254;MLCS 133;BA189.04;BA189.04.01;;;1;9;4,9;1,80;6,60;1,90
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.12.53;;;1;9,1;5,1;1,80;6,80;1,90
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA097;15,3;Dolomite;Lo3;Lo3_01;-254;;BA97.15;BA97.15.02;;1;;9,6;5,3;1,80;7,10;2,00
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.39.15;;1;;9,9;5,6;1,80;7,50;2,00
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.1.9;;;1;10,5;5,8;1,80;7,80;2,10
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;MLCS 33;BA14.33;BA14.33.1;;;1;10,5;5,9;1,80;7,90;2,10
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;;;BA14.42.12;;1;;10,6;6,1;1,80;8,00;2,10
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA014;1,1;Dolomite;Lo3;Lo3_01;-254;MLCS 51;BA14.51;BA14.51.4;;1;;12,3;6,8;1,80;9,10;2,20
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA097;15,3;Dolomite;Lo3;Lo3_01;-254;MLCS 93;BA97.19;BA97.19.01;;1;;12,4;6,8;1,80;9,20;2,20
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA189;28,9;Dolomite;Lo3;Lo3_02;-254;MLCS 156;BA189.27;BA189.27.01;;1;;12,8;7;1,80;9,50;2,20
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA150;24,15;Dolomite;Lo3;Lo3_02;-254;MLCS 102;BA150.05;BA150.05.01;;;1;13,7;7,5;1,80;10,10;2,30
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA097;15,3;Dolomite;Lo3;Lo3_01;-254;MLCS 94;BA97.20;BA97.20.01;;1;;15,1;8,2;1,80;11,20;2,40
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA189;28,9;Dolomite;Lo3;Lo3_02;-254;MLCS 143;BA189.14;BA189.14.01;;1;;15,4;8,6;1,80;11,50;2,40
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA231;65,9;Dolomite;Lo4;Lo4_01;-253,174;;;BA231.141.04;;1;;5,8;3,2;1,80;4,30;1,50
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA231;65,9;Dolomite;Lo4;Lo4_01;-253,174;;;BA231.114.02;;1;;8,1;4,6;1,80;6,10;1,80
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA231;65,9;Dolomite;Lo4;Lo4_01;-253,174;;;BA231.51.02;;1;;11,2;6,4;1,80;8,40;2,10
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA231;65,9;Dolomite;Lo4;Lo4_01;-253,174;;;BA231.39a.06;;1;;11,8;6,4;1,80;8,70;2,20
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA231;65,9;Dolomite;Lo4;Lo4_01;-253,174;MLCS 2311;BA231.236;BA231.236.01;;;1;12,1;6,6;1,80;8,90;2,20
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA231;65,9;Dolomite;Lo4;Lo4_01;-253,174;;;BA231.220.04;;1;;14,7;8,3;1,80;11,00;2,40
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA231;65,9;Dolomite;Lo4;Lo4_01;-253,174;;;BA231.229.03;;1;;15;8,4;1,80;11,30;2,40
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA231;65,9;Dolomite;Lo4;Lo4_01;-253,174;;;BA231.264B.03;;;1;15,2;8,2;1,80;11,10;2,40
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Preroman;PR061;10,9;Limestone;Lo4;Lo4_03;-253,174;MLCS 1040;PR61a.09;PR61a.09.01;;1;;18,5;10,5;1,80;13,90;2,60
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA713;145,4;Marl;Lo5;Lo5_03;-252,337;;;BA713.03.44;;;1;4,2;2,4;1,80;3,10;1,10
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA731;149,3;Limestone;Lo5;Lo5_03;-252,337;;BA731.15;BA731.15.02;;;1;7,1;3,9;1,80;5,20;1,70
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA599;129,1;Limestone;Lo5;Lo5_01;-252,337;;;BA599.11.30;;1;;7,9;4,4;1,80;5,90;1,80
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA599;129,1;Limestone;Lo5;Lo5_01;-252,337;;BA599.02;BA599.02.03;;;1;8,6;4,7;1,80;6,30;1,80
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA599;129,1;Limestone;Lo5;Lo5_01;-252,337;;;BA599.11.23;;1;;9,4;5,1;1,80;6,90;1,90
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA599;129,1;Limestone;Lo5;Lo5_01;-252,337;;;BA599.11.44;;1;;11,2;6,1;1,80;8,30;2,10
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA731;149,3;Limestone;Lo5;Lo5_03;-252,337;MLCS 726;BA731.04;BA731.04;;;1;11,2;6,1;1,80;8,20;2,10
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA599;129,1;Limestone;Lo5;Lo5_01;-252,337;;;BA599.02.17;;;1;11,3;6,3;1,80;8,40;2,10
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA731;149,3;Limestone;Lo5;Lo5_03;-252,337;MLCS 746;BA731.24;BA731.24.01;;1;;18,8;10,6;1,80;14,10;2,60
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA634;134,5;Limestone;Lo5;Lo5_02;-252,337;MLCS 572;BA634.08;BA634.08.01;;;1;19,3;10,6;1,80;14,30;2,70
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA731;149,3;Limestone;Lo5;Lo5_03;-252,337;MLCS 751;BA731.29;BA731.29.01;;1;;20,2;11,3;1,80;15,10;2,70
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA664;134,5;Dolomite;Lo5;Lo5_03;-252,337;MLCS 665;BA664.12;BA664.12.01;;1;;20,8;11,5;1,80;15,50;2,70
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA664;134,5;Dolomite;Lo5;Lo5_03;-252,337;;;BA664.02.03;;1;;24,2;13,1;1,80;17,80;2,90
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA664;134,5;Dolomite;Lo5;Lo5_03;-252,337;MLCS 685;BA664.32;BA664.32.01;;1;;27;14,9;1,80;20,10;3,00
Herwig Prinoth;AUTOBRANCHIA;HETEROCONCHIA;PALAEOHETERODONTA;UNIONOIDA;;;ANTHRACOSIIDAE;;Unionites;;jacobi;Unionites jacobi;facultatively mobile, infaunal suspension feeder ;Balest;BA664;134,5;Dolomite;Lo5;Lo5_03;-252,337;MLCS 663;BA664.10;BA664.10.01;;;1;29,7;16,5;1,80;22,10;3,10
